,age,workclass,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
16554,38,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,20,United-States,<=50K
500,36,Private,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1977,44,United-States,>50K
9274,25,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K
11455,47,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,Mexico,<=50K
29485,28,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,50,United-States,<=50K
11408,44,Federal-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
12014,37,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
14730,61,Private,HS-grad,9,Divorced,Adm-clerical,Other-relative,Black,Female,0,0,35,United-States,<=50K
17785,53,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,Jamaica,<=50K
26424,38,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
5526,19,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
15511,27,Private,Bachelors,13,Never-married,Tech-support,Own-child,White,Male,0,0,50,United-States,<=50K
24328,35,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,48,United-States,>50K
28954,29,Self-emp-not-inc,10th,6,Divorced,Craft-repair,Not-in-family,White,Male,0,0,80,United-States,<=50K
17026,51,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
18006,32,Private,12th,8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
18181,24,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
22274,41,Private,Some-college,10,Divorced,Tech-support,Not-in-family,White,Male,0,0,50,United-States,<=50K
15195,62,Private,12th,8,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,48,Germany,<=50K
18772,55,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
24828,27,Local-gov,HS-grad,9,Never-married,Craft-repair,Unmarried,Black,Male,0,0,40,United-States,<=50K
20670,36,Federal-gov,Some-college,10,Separated,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,<=50K
25083,41,Private,Bachelors,13,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,90,United-States,>50K
27823,30,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,United-States,>50K
20048,22,Local-gov,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,Black,Female,0,0,35,Haiti,<=50K
14158,42,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
19980,27,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
2313,69,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,9386,0,50,United-States,>50K
10183,24,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,72,United-States,>50K
14859,40,Private,Some-college,10,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
21474,32,Private,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50K
24359,34,Private,HS-grad,9,Divorced,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
17689,47,State-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
24355,75,Self-emp-not-inc,Assoc-voc,11,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,30,United-States,<=50K
30205,51,Private,5th-6th,3,Separated,Machine-op-inspct,Unmarried,White,Female,0,0,40,Mexico,<=50K
24710,60,State-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
29988,36,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
13713,44,Private,Bachelors,13,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,20,United-States,>50K
139,70,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2377,50,United-States,>50K
15631,46,Local-gov,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,43,United-States,<=50K
11538,43,Private,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
5503,25,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
15632,43,Private,HS-grad,9,Married-civ-spouse,Sales,Other-relative,White,Female,0,0,44,Poland,<=50K
14180,49,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
15173,25,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,45,United-States,<=50K
18656,46,Private,Preschool,1,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,Mexico,<=50K
2211,32,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,13550,0,48,United-States,>50K
21355,33,Private,HS-grad,9,Separated,Tech-support,Not-in-family,White,Male,0,0,46,United-States,<=50K
6649,47,State-gov,Masters,14,Separated,Prof-specialty,Not-in-family,White,Male,0,0,38,United-States,<=50K
10875,44,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
12057,41,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
1241,17,Private,10th,6,Never-married,Other-service,Own-child,White,Female,0,1602,18,United-States,<=50K
15805,48,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
8351,32,Federal-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
20568,46,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
2301,67,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,9386,0,24,Cuba,>50K
27168,23,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,<=50K
19107,33,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
8492,34,Local-gov,9th,5,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
28923,49,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,16,United-States,<=50K
31382,49,Private,Some-college,10,Separated,Exec-managerial,Unmarried,Black,Female,0,0,60,United-States,<=50K
6213,34,Private,Some-college,10,Married-civ-spouse,Protective-serv,Other-relative,Black,Female,0,0,25,Haiti,<=50K
27387,24,Private,Assoc-acdm,12,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,48,United-States,<=50K
22183,34,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
1562,32,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,50,United-States,>50K
3373,28,Private,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,4064,0,25,United-States,<=50K
26108,61,State-gov,HS-grad,9,Widowed,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
25897,28,State-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,50,United-States,<=50K
3702,36,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3103,0,40,United-States,>50K
2651,34,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,55,United-States,>50K
21533,31,Private,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
6532,38,Private,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,0,0,75,Mexico,<=50K
2625,38,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,45,United-States,>50K
17614,20,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,18,United-States,<=50K
8806,33,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,32,United-States,>50K
31571,17,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,United-States,<=50K
11930,30,Private,HS-grad,9,Separated,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
14043,24,State-gov,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,20,United-States,<=50K
26682,62,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,20,United-States,>50K
1143,49,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,1672,44,United-States,<=50K
18396,41,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
30156,44,Private,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K
31313,40,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K
28706,35,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
18159,24,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
9654,21,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Other,Male,0,0,35,United-States,<=50K
24562,44,Private,12th,8,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,36,United-States,<=50K
969,63,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1848,40,United-States,>50K
9274,25,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K
3338,46,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,38,United-States,>50K
6737,17,Private,12th,8,Never-married,Other-service,Own-child,White,Female,0,0,8,United-States,<=50K
32246,19,Private,12th,8,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States,<=50K
24716,39,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,Cuba,<=50K
5732,43,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
26067,74,Private,10th,6,Divorced,Other-service,Not-in-family,White,Female,0,0,1,United-States,<=50K
17556,24,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
17671,33,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,50,United-States,>50K
26126,52,Private,7th-8th,4,Married-civ-spouse,Other-service,Husband,White,Male,0,0,48,Cuba,<=50K
4311,43,Federal-gov,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,>50K
8671,57,Local-gov,HS-grad,9,Widowed,Transport-moving,Not-in-family,White,Female,0,0,40,United-States,<=50K
20631,35,State-gov,Assoc-acdm,12,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
22583,25,Private,HS-grad,9,Separated,Craft-repair,Own-child,White,Male,0,0,40,Mexico,<=50K
8493,19,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States,<=50K
31096,35,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,0,0,40,United-States,<=50K
10254,24,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
20173,60,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
15512,60,Self-emp-not-inc,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States,<=50K
27122,50,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
31383,46,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
21407,34,Federal-gov,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,99,United-States,<=50K
19211,22,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States,<=50K
4294,31,Private,Bachelors,13,Separated,Sales,Own-child,Black,Female,0,0,40,United-States,<=50K
20315,43,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K
23711,51,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,<=50K
20269,24,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,53,United-States,<=50K
20642,26,Local-gov,Bachelors,13,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States,<=50K
29997,42,Federal-gov,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
29276,34,Private,Assoc-voc,11,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
27339,31,Private,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
11085,52,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
15952,21,State-gov,Some-college,10,Never-married,Other-service,Own-child,Black,Male,0,0,20,United-States,<=50K
8596,30,Private,7th-8th,4,Separated,Farming-fishing,Not-in-family,White,Male,0,0,45,Mexico,<=50K
27104,25,Private,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,0,0,40,Mexico,<=50K
15920,20,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,48,United-States,<=50K
3918,30,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,2407,0,40,United-States,<=50K
31283,27,Private,9th,5,Never-married,Priv-house-serv,Unmarried,White,Female,0,0,24,Mexico,<=50K
17607,48,Federal-gov,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,<=50K
29594,38,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,50,United-States,>50K
3772,69,Private,7th-8th,4,Divorced,Machine-op-inspct,Unmarried,Black,Female,2964,0,40,United-States,<=50K
15112,28,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,43,United-States,<=50K
30884,32,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
9297,58,Private,1st-4th,2,Married-civ-spouse,Other-service,Husband,White,Male,0,0,38,Cuba,<=50K
14792,22,Private,12th,8,Married-spouse-absent,Other-service,Unmarried,Black,Female,0,0,50,United-States,<=50K
2629,48,Federal-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,7688,0,40,United-States,>50K
10922,53,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,Vietnam,<=50K
21186,23,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,36,United-States,<=50K
14783,41,Local-gov,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,25,United-States,<=50K
23817,37,Private,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
1774,74,Private,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,15831,0,40,United-States,>50K
22646,46,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
11948,21,Private,5th-6th,3,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,40,Mexico,<=50K
18150,28,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
18583,35,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
4045,62,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,2174,0,40,United-States,<=50K
13924,52,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
13141,39,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
25187,24,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
22163,31,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
16529,35,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,<=50K
15422,56,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
15651,23,Private,Bachelors,13,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
8912,29,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
22256,31,Private,12th,8,Never-married,Farming-fishing,Not-in-family,Black,Male,0,0,60,United-States,<=50K
16966,20,Local-gov,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female,0,0,35,United-States,<=50K
22476,27,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
13502,18,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
25247,41,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,24,El-Salvador,<=50K
7909,51,Private,11th,7,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K
20368,44,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,>50K
24901,41,State-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
14538,57,Private,12th,8,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
29164,46,Federal-gov,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Female,0,0,60,United-States,<=50K
23464,31,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0,0,50,United-States,<=50K
7415,35,Self-emp-not-inc,HS-grad,9,Never-married,Other-service,Other-relative,White,Female,0,0,30,United-States,<=50K
23672,37,Self-emp-not-inc,11th,7,Never-married,Farming-fishing,Own-child,White,Male,0,0,37,United-States,<=50K
14270,46,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
15830,47,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,80,United-States,<=50K
4906,54,Private,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
26419,67,State-gov,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,8,United-States,<=50K
31855,34,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,35,Japan,<=50K
9471,27,Local-gov,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Male,0,0,43,United-States,<=50K
29841,44,Local-gov,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
16283,37,Self-emp-not-inc,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,35,United-States,<=50K
2440,47,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,60,United-States,>50K
5184,45,Self-emp-inc,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,60,United-States,>50K
16431,39,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
31411,49,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
24457,20,Private,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,Other,Male,0,0,32,United-States,<=50K
18838,39,Private,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,36,United-States,<=50K
11618,36,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
26706,46,Self-emp-not-inc,HS-grad,9,Widowed,Other-service,Other-relative,White,Female,0,0,40,United-States,<=50K
14276,61,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
24357,46,Federal-gov,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
8179,18,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,16,United-States,<=50K
5458,52,Self-emp-not-inc,10th,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
4724,52,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
16641,33,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
14420,44,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
1789,39,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,45,United-States,>50K
886,46,Local-gov,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1887,50,United-States,>50K
5974,47,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
25766,31,Private,Some-college,10,Separated,Sales,Unmarried,White,Female,0,0,40,Mexico,<=50K
19807,32,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,30,United-States,<=50K
9040,29,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
29616,35,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
20027,39,Private,Assoc-acdm,12,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
16008,57,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,36,United-States,<=50K
7763,27,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States,<=50K
7727,38,State-gov,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
20594,21,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,37,United-States,<=50K
31090,20,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,30,Nicaragua,<=50K
27531,53,Self-emp-not-inc,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
6305,34,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
4392,34,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,<=50K
31653,43,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,80,United-States,>50K
25177,39,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
29297,35,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
27890,28,Self-emp-not-inc,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,<=50K
28623,30,Private,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
8032,48,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,20,United-States,>50K
32539,34,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,55,United-States,>50K
26023,30,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,Other,Male,0,0,40,Mexico,<=50K
12494,33,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,25,United-States,>50K
26826,55,Private,HS-grad,9,Widowed,Machine-op-inspct,Unmarried,Black,Female,0,0,44,United-States,<=50K
13943,36,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K
25821,29,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,United-States,<=50K
30577,40,Private,HS-grad,9,Separated,Exec-managerial,Unmarried,White,Female,0,0,40,Canada,<=50K
13668,27,Private,5th-6th,3,Never-married,Other-service,Not-in-family,White,Male,0,0,60,El-Salvador,<=50K
592,53,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,1902,40,United-States,>50K
16487,31,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
9617,17,Private,11th,7,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,<=50K
9011,39,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,>50K
15412,50,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
8386,25,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
362,43,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,60,United-States,>50K
1762,68,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,20051,0,45,United-States,>50K
24513,25,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
24309,27,Local-gov,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
10770,49,Private,HS-grad,9,Widowed,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50K
8094,31,State-gov,HS-grad,9,Divorced,Protective-serv,Own-child,Other,Male,0,0,40,United-States,<=50K
13286,47,Self-emp-not-inc,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K
1670,55,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,99999,0,40,United-States,>50K
12667,20,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
10971,41,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
24629,36,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,48,United-States,<=50K
23747,46,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,>50K
21615,33,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
5244,51,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,43,United-States,<=50K
17187,48,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,30,United-States,<=50K
18617,49,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
20500,34,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
25998,25,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,32,United-States,<=50K
